Wall time,Step,Value
1699584218.2482395,0,0.8355576992034912
1699584259.2943144,1,0.9954723119735718
1699584301.2392788,2,0.9999555945396423
1699584343.20204,3,1.0
1699584385.4286764,4,1.0
