Wall time,Step,Value
1699587565.1731591,0,0.9798473119735718
1699588008.4485254,1,0.9991565942764282
1699588445.89692,2,0.9994673132896423
1699588879.4882557,3,0.9996892809867859
1699589323.7642374,4,0.9996004700660706
