Wall time,Step,Value
1699584593.6847029,0,0.6898656487464905
1699584629.8478527,1,0.6801350712776184
1699584666.687001,2,0.6704843044281006
1699584702.0139906,3,0.6621577143669128
1699584737.8677864,4,0.6555835604667664
